star,comment,lable
3,光头没了以后换了个黑人作配，变成黑人喜剧了。值得一提的是第10部的海报里范光头穿的那件蓝色工装、胸口标着自己名字的衣服，在这部里保罗也穿过了，原来是在缅怀保罗。,0
3,跟1没什么关系么……相当一般、平庸的一部。飙车戏和场面比1略爽一些。两星半,0
3,六年后二刷，一点印象也没有当新片看了，但反派老鼠扣铁桶的折磨手法我怎么记得最早是在香港电影里看到的？唐老大一家完全下线（剧情里只是随便提了他一嘴），变成了保罗沃克单挑大梁的外传（也许本来的思路就是铁打的沃克+流水的故事线？）。他继续卧底生涯，面对的反派变成了邪魅狂狷的黑手商人，这回总算顺利完成任务没再放走罪犯。对赛车场面的设计沿袭了前作简单而直给的风格，但增加了诸如不看路开车，与对手对撞迫使对方失控和小技巧。反派小弟一言不合就飙车决胜负颇有《游戏王》里动不动就打牌的风味了，而高潮也像前作一样是两段式的：地下赛车圈集体出动戏耍佛州警方+沃克从岸上飞跃到游艇（像前作一样呼应了开头街头飙车中飞越断桥的桥段）。速激大家庭成员罗曼初登场，但他这个狡猾又义气的黑人形象其实并不出挑，欧阳靖客串修车小哥。,0
3,乱斗开始还是挺猛的，前头实在太弱。,0
3,会过头来看 二三部都是再为后两部做铺垫呢！（戴文青木长得可真奇怪）,0
4,赐第一部有激情多了，看样子会继续看下去。,1
3,"2003年 美国青少年观众票选大奖(Teen Choice Award) Choice Movie Fight/Action Sequence 
2003年 美国青少年观众票选大奖 Choice Movie Chemistry 保罗·沃克
2004年 BMI Film & TV Awards BMI Film Music Award 大卫·阿诺德",0
3,和1差不多的套路啦，保罗沃克这个卧底太阳光了，一直在卖帅。,0
2,两星标准1：爆米花片子看睡着了，那就太失败了,0
3,比第一部加强了剧情，但电影依然从头到尾都是在炫车炫速度。,0
3,没有了肌肉男和额头女有点黯然失色 伊娃门德斯感觉长的并不美。。。,0
4,还不错，walker和tyrese还挺有火花的，年轻时的eva更是风情挡不住！秀车，追车，卧底，勾2嫂，兄弟情，巧计都有，不过没5那么酣畅，但是放回03年，就还不错了。,1
2,换车比赛时设计以勇气取胜这点比较有新意，其它………………,0
2,一般般了。。绝不会看第二遍。。我觉得赛车电影还是要看4d 的好。,0
3,JUST A  SHOW,0
2,场面大了，车多了，妞们丑了，剧情老套了……,0
4,把保镖甩出去和最后拿到钱之后ROME的笑真是太小人得志了啊哈哈真爽朗~万车齐发的场面真精彩。Paul还是那么帅~男人之间的友谊ZTM帅气，我要是个爷们儿多好啊！,1
3,飙车看的很刺激，油门踩的轰轰的，车技也是厉害的，剧情没有飙车看的爽,0
2,被辞退的布莱恩和朋友皮尔斯在海关和联邦调查局的委托下与卡特洗钱集团斗智斗勇的故事（交换条件是删除他放走唐老大的案底）。依然是视听和故事上都主题乐园化，但这部连拿手的飙车戏都不行啊，声音处理的太干，而本来就不行的剧情也是占了太大篇幅。,0
3,延续了幼稚楞劲。俩黑人歌手身上更有戏，导致插科打诨比重增高。依然小成本感十足。,0
5,果然速度 果然激情，给力,1
3,本想在《速度与激情9》前补看下这个系列未看的第二三四部，结果愣是拖到了今天才终于前来观影。,0
3,明显没第一部好，无论是速度还是激情还是剧情还是女猪脚都差一个档次，连女配都不行，那脸比我都大。。。,0
4,赐第一部有激情多了，看样子会继续看下去。,1
2,没有那個誰。。不好看。。無聊~~,0
4,为什么这片子的类型是“惊悚”呢。。。我都不害怕好吗= =,1
3,看到镜头特写时速100、110，觉得有些迷茫…我看的是“速度”么？,0
4,"不知道这样的影片怎么会拍摄续集,不过也不能说难看,还是将就.2比1好一点点",1
3,"话说只有几个群车出动的场面还有的可看。。。 
",0
3,只专注最后的群车暴走,0
3,喜欢所有车涌出来扰乱警方视线那段！五颜六色的车好美丽！,0
3,好吧纯娱乐。。。。。。。,0
3,"[速度与激情2].2.fast.2.furious.2003.x264.480p.AAC.BDRE-CHD.mkv 1.45G
848*360  1934k-1712k",0
2,"「Pockets ain't empty, cuz. →  And we ain't hungry no more either, brah.」",0
4,一些故事说尽了，讲光了，只能这样大耗费，大俗及雅~~~,1
3,原来Brian才是速度与激情系列的主角啊。相比奶油小生我还是比较喜欢Dominic。有Dominic的一，四，五不管是演员技巧还是飙车过程都要精彩些。,0
3,除了主演其他都帅。性感这种事还是得靠拉美人民，不论男女。另外，这是个神奇的系列，本片作为狗尾续貂，由保罗沃克担大梁，拉俩黑哥入伙。下一部带上小韩哥，第四部整合串起全系列，奠定地位和阵容。现在保罗离队，据说第9部又拉上下一部的主演再次整合，真是一点没糟践这些出过场的人。,0
2,这一部略无聊，不过能看到嫩出水的保罗从头帅到尾也就满足了，当年真是阳光大男孩啊,0
5,这是从第一眼就爱上的电影。,1
3,2013.4.13 20:38,0
3,转变立场走同样的卧底路线，差别还是不小的。反派定位就不是那种有魅力再行拉拢的主，何况人本集自有搭档，一来二往气氛也炒得相对欢愉。,0
2,2都续成这样，还能拍到5，，，话说，1也不咋地。,0
3,好一般，没了范迪塞尔真是不带感，原来那个亚裔妞叫戴木青文，罪恶之城里拿武士刀的她比这里惊艳多了,0
3,这部很一般。。感觉导演就像是中规中矩的完成了一部续集任务，别无他求了。不过，那个反派倒是演的不错！坏人气质很到位！,0
3,光头老大不在就不好玩了嘛,0
3,都说3可以不看，2跟后面几部也没什么连系，而且奥康纳的身份跟4对不上,0
4,那辆America mucel 引擎发动是 那个车震啊~~~~,1
3,在Vin Diesel大叔节操没掉誓不拍续集的年代 果然就low掉了~,0
3,有强大的队友，更容易战胜值得尊重的对手。,0
4,看的很开心，但是喜欢有范·迪塞尔的速度与激情,1
4,虽然没了范·迪塞尔，但肌肉味儿依然十足，剧情相比第一部也不逊色,1
4,非常有激情 看到我砰然心动 好像有机会也去飙一把,1
2,中规中矩，第一季的小菜鸟瞬间变成终极塞车手，和第四季不明白有什么联系。2.5分,0
3,哪有男人打架打得那么娘们的！（重点错 =L=,0
3,第二集，甩开了Dominic和Mia，Brain单干并引出Rome。当年的Rome是那么的正经，只在烧车窗的时候显出了那么一丝如今的嬉皮。,0
3,电影里所有人的智商都..很一般...剧情捉急...意外是竟然有Eva Mendes...,0
2,1星半，大烂片。速度与激情2完全体现了保罗-沃克的演技是有多烂！戴文青木什么的，演技烂一B，笑都好假尼妹！,0
4,有速度，激情不够，看着飙车爽就行了,1
4,那一颗星是加给戴文青木的,1
3,整个故事情节完全就是复制1的！看来创作乏力连如此经典的系列也无法避免！飙车戏很精彩！不过这样的电影本身就是看场面的！剧组真有钱，豪车在剧组就像玩具车一样！,0
3,男主角的另一段经历，貌似跟赛车有点偏题哈，倒像是写卧底的~~,0
4,因为是续集，就当电视连续剧看（还有伊娃·门德斯很性感）,1
4,速度与激情 每次看完都有一种 去飙车的激动 ,1
3,我觉得是五部里面最不好看的。,0
4,泰瑞斯·吉布森代替范老大充当了PW的好基友，果然哪里有他哪里有有欢乐，两人美好到可以忽略女主了。,1
3,"第一部过于无聊的阴影，让我一直熬到现在才看第二部。
赛车部分已经比第一部充分精彩了很多，竞速镜头更流畅，围绕赛车的设计更多，开头赛道升高，压在对手车子头顶飞过吊桥，倒车示威，车库无数辆跑车齐出，以及最后赛车飞撞轮船，都是不错的想法。
可惜的是故事依然简单，不说精彩，连基本的充分也没做到，卧底和最后任务都缺少细节填充。女主反派乃至两个主角都没塑造出来，功能性也很单一。女主唯一功能就是暴露身份，而且暴露得还很草率。除了赛车外的镜头也颇有些简陋。",0
2,为了看5补前四。。挺没劲的。。,0
2,跟第一部差很多，主要不太想看警察来当主角。,0
3,有回温的迹象奥~~,0
4,这部好！,1
4,开场那段一场精彩。,1
4,瓷音男回归，唯一亮点。,1
4,作为这一系列，其实剧情都无所谓了。美女实在太多了。观影过程就像玩了把极品飞车,1
4,比东京漂移好看的多。,1
4,一如既往的速激，除了3略差。期待6！,1
2,额..真是一部不如一部！,0
4,回归季啊~爱死dom的声音了,1
3,动作特技帅酷狠！,0
3,男主角太帅了太可爱了 酷到不行。。。,0
2,一般吧，看完5倒回头看,0
3,还能说什么呢，拍了那么多部了，反正就是看香车美女了。全当看车展了。,0
3,【速度与激情】系列就让我想到了吕克·贝松的那些电影，剧情并不重要，卖点是动作，而林导演的卖点就是名车与速度。有些电影，是拿来看着爽的！,0
3,Recreational.,0
4,场面和动作完成了一个几何数升级。,1
5,超炫的车技,1
4,看着保罗沃克从毛头小屁孩到成熟型男，恍然间已过了八年.,1
4,反正为了俩帅哥的再次回归，去电影院看了,1
3,"在那10秒钟里，我是自由的。。。。 
",0
4,复仇为原动力。比3好。,1
3,"对赛车类电影不是特别感兴趣.摇晃的镜头和快速剪切固然加快了节奏,增添了刺激,但总有些眼花潦乱到一塌糊涂的感觉.",0
5,还是去电影院看效果好。但，最好要看清楚是不是国语配音。,1
4,唉，Jordana 也老了啊,1
4,主角回归，又找回以前的感觉了,1
4,Brian 和 Dom 一起才叫速度与激情,1
5,拉丁美女的长腿，随处可见的深沟，最有噱头的还是肌肉男，大跑车,1
4,为什么总是把赛车和蛮腰、翘臀放在一起呢？赛车男们不喜欢胸吗？,1
4,从这一部开始越来越带感了！Vin Diesel超迷人的~ ,1
4,很炫！,1
2,毫无疑问，这是一部烂片。剧情简单老套，唯一的卖点就是公路飙车的镜头特技,0
2,除了开头还算火爆，到底算是什么？,0
4,牛逼还得数下一部。,1
3,真的很一般,0
3,老演员又回来了。。,0
4,赛车场面果然不含糊，赞一个。,1
3,作为爆米花电影这部是非常合格的。。。。,0
2,跟第一部相比总觉得差点什么，但对于系列总体而言悠悠回勇之势。一方面主要是两大主角全部集体回归了，另一方面剧情相对狗血的3进步了一大截。总体来说4的出现完全就是为了5做铺垫……,0
5,其实没啥好看的。就是刺激，就是喜欢赛车,1
3,飙车，卧底，搞基，绑架大反派，飙车，自首，劫囚车，续集。,0
4,不错，那个以色列姑娘的初登场~,1
2,脑缺的导演。OVER。,0
3,这次深圳行在那里的南方影城所看，因为有免费的优惠券，可以兑换电影票，而选了这部片子，还不错。喜欢里面的主角。,0
2,Fast.And.Furious.DVDRip.XviD-JUMANJi,0
5,有几条命能这样玩啊！靠,1
3,他们怎么那么喜欢喝科罗娜,0
2,剧情弱爆了,0
5,唉，怎么样都是电力十足。,1
3,"无聊
幸好那电脑特级不算差
女主角也不错",0
4,还是很不错阿><就是没有在影院看肾上激素没有升那么高阿...,1
4,这一系列终于回归了，可米歇尔却挂了！卧底做久了会不会发现自己的朋友在利用自己，自己的敌人和自己肝胆相照以命相交？,1
3,車、劇情和動作都沒什麼爆點，有點失去這系列的重心和水平，單純看那群經典角色的魅力吧，不過還是比前一集(東京甩尾)好多了,0
3,和第一部站在同一高度，剧情为四部中最好的。,0
3,很少有一个系列的片子4部都保持同一水准的，这部片子做到了。,0
2,你跟第三部一样烂。诶等一下……哦，make sense,0
4,有好几部，忘了每一部的具体剧情，不过这系列都好看。,1
4,还好。,1
4,2.9,1
3,都老了老了老了……,0
4,这才像话,1
3,有了5的影子，我还期待第六部，保罗沃克终于剪掉了卷毛，男人味多了,0
4,很好 这集交代那位美女的出处了 他老婆确实死得很可疑 极有可能假死,1
2,下错了，还以为是最新的,0
4,算是大结局了吧... ,1
5,老大就是老大。范?迪塞儿在里面帅爆了。肌肉男啊。,1
4,一部飚车电影   还能再拍得怎样？,1
3,开头结尾不错，妹子真辣,0
3,开头比高潮精彩。。。飙车还是挺爽的,0
3,其实场面还不错,0
4,"英雄哥面对生命危险和挑衅者的眼神永远是一副淡定的微笑。 
法律永远不能伸张正义，伸张正义的永远是英雄哥 。
警察局永远都有一些-烧饼阻碍英雄哥 
",1
3,除了女人和车 我找不到看他的理由··,0
4,依然很精彩~,1
4,还是各种肌肉车，光头穿件秋衣都那么有型，看来肌肉才是王道！,1
3,不喜，特别是连着看的时候。@Home,0
4,特效逼真，技术层面可谓同类题材新高。而香车与美女，加上迪塞尔狂野造型，更增添视听新诱惑。人物虽延续首集，原汁原味回归警匪对峙，却依旧难摆脱模式化，情义表面化，但飙车刺激技术直接激发肾上腺素。7.5,1
4,隧道那段,1
5,不多说,1
4,更喜欢开头和结尾,1
4,炫赛车和车技啊,1
4,有老范和老保的基情就是不一样，比东京强多了,1
5,其实没啥好看的。就是刺激，就是喜欢赛车,1
4,特效逼真，技术层面可谓同类题材新高。而香车与美女，加上迪塞尔狂野造型，更增添视听新诱惑。人物虽延续首集，原汁原味回归警匪对峙，却依旧难摆脱模式化，情义表面化，但飙车刺激技术直接激发肾上腺素。7.5,1
5,有几条命能这样玩啊！靠,1
5,唉，怎么样都是电力十足。,1
4,隧道那段,1
2,下错了，还以为是最新的,0
3,本作把飚车戏推向了新的高度，但是在剧情上没有什么突破。,0
3,边聊Q边刷豆瓣边看完，大概故事看懂了，比上一部有意思。,0
3,坦白说这一集的故事不太行，导演暴露了自己拍感情拍不好的弱点。受不了那个小卧底反复而纠结的心理活动。,0
5,老大就是老大。范?迪塞儿在里面帅爆了。肌肉男啊。,1
3,看Vin Diesel和帅车就好。,0
4,更喜欢开头和结尾,1
4,炫赛车和车技啊,1
5,不多说,1
4,有老范和老保的基情就是不一样，比东京强多了,1
4,片头在多米尼克的那五分钟是最精彩的。  结尾太草率了。 改装了半天的那部酷车没看出有什么利害的地方。,1
4,不愧叫这个名字，我喜欢这结局,1
4,居然有tvxq的rising sun!!!Paul Walker穿那鞋真好看啊。。。,1
4,观四忘五，到处是希望,1
3,這才像話嘛~三星半,0
4,"每次结局都拍得很好...

",1
4,果然是回归之作，人出来看着就比较爽。,1
4,除了里面的车子和大波妹，我没啥好说的。保时捷cayman女值一至两颗星。,1
4,反复的结局……dull,1
4,联错！,1
3,速度与基情，飙车镜头很帅，惊险刺激，但是主角怎么打都死不了。,0
3,这部就一般了。。MIA这部看起来还蛮漂亮～,0
3,这辆900匹马力的车竟然还没撞烂。。。乔丹娜很耐看,0
5,我很沸腾现在。。。,1
4,四好好看！！！果断看五去！,1
5,看到现在最好的一部，靓车美女酷哥/歌～听说5更好,1
4,终于有剧情了！感动的我内牛满面啊！还是他们俩主演比较靠谱啊！话说女人都不重要，好基友才是一辈子的啊！,1
4,这个系列排名分别为5、4、1、2、3,1
3,没以前的好看了,0
5,铁汉柔情~ 大块头有大智慧。 当然主角都有外挂的啦。 最后你们把25年刑期的dom接走了有没有想过其他没有飙车党朋友的感受啊~！！ 没有几个会开车的朋友还是不要坐牢~~~ 伤不起啊~~~~,1
4,Han不是在第三集里又是翻车又是爆炸，怎么没死？？？,1
3,求你别出第五集了。。。,0
4,我赶脚这种片子就要美国人自己拍，加了几个亚洲人就不好看了，现在回归第一部的味道，还是不错的！,1
4,"给帅气的车子，追车镜头和彪悍的迪塞尔。。。。。人都被终身监禁了，第五部该怎么编？中间成康扮演的角色有说到“听说最近东京很疯狂”，莫非下一部重点又成他了？？？
。。。。为自己的想象力匮乏汗一个先。",1
4,第5部只是时间问题,1
3,就那样了。,0
3,追车片也不用考究剧情了.,0
3,原班人马再聚首，故事也重回正轨，整体质量较之前两部有所回升。,0
3,因为Paul Walker长得像Chace Crawford我一直念，大家都要被我烦死了T0T,0
5,烂警匪，好赛车,1
3,范·迪塞尔与保罗·沃克再次联手的耍酷赛车电影。,0
4,"其实本来并不想看的，但是无意中还是down下来了~~
看看之后，觉得比第一部和第二部好~~不过还是第三部比较好看比较帅！",1
2,整个系列真是大同小异，其实每个故事都可以独立，非要组合一起造IP圈钱，怪不得主演走了还能继续拍！完全就是独立的啊！也就赛车很过瘾！不过话说，以前为什么那么热衷这个系列？5走起吧！,0
3,美女 型男 极品飞车游戏……,0
2,睡着了..,0
5,这种电影完全是我的type，就单瞅着那肌肉怎么都得五星啊,1
4,還不錯.,1
3,"车其实一般，
那个妹妹很漂亮哦",0
3,前10分钟＞前三集,0
3,山叶片剧情是狗屁，有帅叔！美乳！豪跑！就够了！,0
4,我觉得到这个系列到这一部才稍微开窍了一点，1星是送给回归的VD的～～～,1
4,好歹有第一部的水准了 勉强四星吧,1
5,速度4，激情4。,1
4,看这意思还有下一部  应该出点新车了~,1
5,哈哈哈，快点变坏吧~那个女的果然演过阿凡达和洛杉矶之战！,1
4,感觉飙车镜头不够多啊。不过开场实在是很帅啊！到此为止终于把5前面的4部全部补齐。,1
2,和第三部一样，都是林诣彬的类型化尝试，而且两部都做的比较极端，《东京漂移》之所以没用原班人马，就是想看看抛开家族情怀，纯以飙车魅力能不能杀出一条新赛道，但很显然观众就是想看唐老大和布莱恩的基情，口碑不佳。于是这部双雄再聚首，完全摒弃以往的匪帮嘻哈风，改成以惊险刺激为卖点的警匪片，没有花哨的漂移，没有技巧，就是你撞我，我撞你，彻底向《侠盗赛车手》靠拢，除了开篇抢油罐车之外，吉赛尔的登场是亮点，其他就乏善可陈。前几部的反派都令人印象深刻：初代BOSS约翰尼陈和他的摩托车，二代BOSS卡特标志性的雪茄测试，三代BOSS漂移王DK和他的尼桑350Z。可是这部的反派你能记住什么？造型和新马泰茶农一样。整部电影布莱恩除了开会就是到处帮VD擦屁股，VD则是到处搞破坏&缅怀女友&和吉赛尔搞暧昧，叙事节奏一塌糊涂，目前为止系列最差。,0
3,美女，酷车~没了,0
4,这部好悲情啊...这五部按精彩程度由大到小排序为：54132,1
3,800匹马力。。。。这还是车吗？安上翅膀就能飞起来了吧?,0
3,这次激情有了，速度却不见了...,0
2,小警察偷了两个杯子去做指纹检查说一个是坎博斯一个是布拉加，最后查了半天说坎博斯就是布拉加，有这么二逼的bug么,0
4,又看见“安娜露西亚”死掉了，不过总算比2、3好看了,1
3,因为和笨笨在影院看了5之后就迫不及待的下了前四部来看。各种失望。尤其是第三部。烂到想骂人了,0
5,哇,1
5,把我看得晕托托的,1
5,不错的续集~,1
3,不错，彪悍，而且有第一部的感觉。,0
4,四比三好看，三比二好看，二比一好看，作为一个商业片儿系列，这个规律好奇特！期待第五部！,1
3,多了“复仇”这一因素，故事感加强了，但显得很“赶”。,0
4,为何速度与激情4总是叫赛车风云?,1
3,肾上腺素。。。,0
3,全片不如开头好看。终于可以看5了,0
4,第四部好看！,1
3,nice cars & big boos...,0
5,不必对比什么 作为里程碑他已经无敌,1
2,就这还有人说超过《星际穿越》？,0
4,原来人死后还要继续干生前的活儿是真的。,1
3,三星半。郭帆拍片的恳切，在场景设计和视效的细腻度上，被展现得淋漓尽致，又一次拉高了中国科幻作品的工业水准。雪健老师依旧老辣，刘德华则收获了近年来最有挑战的角色。可惜的是，这部续作在叙事层面太过松散，刘培强、图恒宇两条主线并行，还要给周喆直超大篇幅，以至于情节取舍变得犹疑不决，这对节奏先行的科幻片来说是大忌。角色的篆刻比重，是该系列在未来第一优先要做的功课。,0
4,“这是俄罗斯的型号，没有安全保险，只有两个扳机。”,1
1,感谢罗兰·艾默里奇的好兄弟郭帆为我们奉上的《月球陨落》姊妹篇，请让我代表全人类向剧组致敬，献上比《月球陨落》多一星的敬意 p.s. 真的有人觉得这特效是进步了吗 p.p.s. 现在看完半个小时我已经忘了发生了些啥？,0
5,2019年看第一部的时候就想着，回国之后如果能在这样的剧组工作就好了，结果今年就真的在这部的片尾字幕了。?与有荣焉。今天很想念组里的朋友们。,1
4,刘德华那条线有点儿意思，为这个系列电影开启了新维度。太长了，删减强制煽情正能量能短30min。,1
4,低开高走，前半小时脚趾抓地，刘培强的爱情线真的很尬，那个女性胸部特写后韩朵朵生气，我非常非常厌恶郭帆这种没有任何笑点的恶趣味。图恒宇的线救回来了，华仔真的神。ps朱颜曼滋很适合这种角色，喜欢她的颜。,1
4,看到沙溢扮演的师傅喊出五十岁以上的出列时还是忍不住落泪,1
5,刘德华那条线，给整个电影情节优化了不止一点儿，尤其是溺水后推开门的那一刻，我瞬间：“这是国产电影能有的剧情吗？”,1
3,故事冗长且稀碎。想讲的太多，一样都没有完全说清楚。我全程给我妈讲解，坐我旁边的也在全程给他妈讲解。其实2044年那段没有塞在这部里的必要。关于生命和文明，现实和虚拟，只有标签和口号，没有智性的讨论。全程就是看一群固执的爹抗拒自然，不被任何人和事说服甚至动摇，强行按自己的意志支配地球和地球上的所有生命，并称之为「勇气」，前脚才感叹「人类把最强的密码用在了互相攻击的武器上」后腿就把人类分成「我们的」和「你们的」一面想当老大「我们比你们其他任何人都要正确伟大光荣，听我们的就对了」一面装和气「我们是为全人类考虑，是在（为我们伟大光荣正确的决策所造成的后果）承担责任，不是想搞强霸」，全片刻意制造的笑点，都没有这种又啥又啥的自我矛盾好笑。,0
5,"《流浪地球》系列，单枪匹马，把中国的科幻电影提升到世界级水平。
这不是老套的个人英雄主义冒险故事，而是一个宏大的全人类史诗！但是，173分钟的片长，三条缺乏交互的故事线，慢热的节奏，劝退路人的冗长数字生命线，确实是讨好了影迷与科幻迷，可无疑也是提高了对广大路人的门槛。
豆瓣用户狂吹刘德华线，但电影院里刘德华线却让很多观众低头玩手机。
2023年1月22日，刘培强先生，生日快乐！
可能也就世界末日了，房价才会跌。
最后，这不比《阿凡达2》的家庭伦理与美式霸凌好看?",1
5,笨笨！！你是军犬！！,1
2,"散场
“你睡了吗？”
“我睡了”
“我也睡了”",0
5,急死你急死你！我就要看“人类命运共同体”，我就要看世界人民大团结！我就喜欢看人“吴京PTSD”，我就是喜欢战狼！,1
4,我的建议是，把网络服务中心迁移到高原上来,1
3,没有预期好，就是个纪录片，情节太平淡。最佩服李雪健，屁事都没做，什么情况都不知道，就他信心最足，信念坚定，要真都他来做决定，都得玩完。,0
4,四星半。《流浪地球2》比第一部进步很多，并将国产科幻大片提升到了前所未有的高度。世界观足够硬核，动作场面与特效更加恢弘也更加细致，尤其是对太空电梯的呈现，太惊艳了。剧作上也更扎实了，两次大型危机（太空电梯危机、月球坠落危机）、两种理念冲撞（数字生命计划与移山计划）、两个一体两面的主角……冲突线明晰，人物群像立体。同时，周喆直就是新时代的愚公，难怪这个角色要请李雪健老师来演。影片对愚公移山这样的中国精神有了更加丰富有力的传达，这也是区别于好莱坞大片的根本所在。,1
3,宏大又空洞，前卫又土气,0
5,很多人因为电影宣扬的集体主义价值观和共产主义理想而打一星，而我恰恰想因为这点给它满分。,1
3,纯直男视角，无趣级了。女性是妻子是母亲是女儿，但不是战友。女性发言人角色连群像塑造都不算，顶多是个符号，女性宇航员是背景，韩朵朵本以为有更大的功能，结果后面只是结婚生了个孩子。,0
5,我看有些人说又红又爹，感觉确实有点儿。但是点完头我又想，美国哪部电影不是又“蓝”又“宇宙第一”？,1
5,看完了，大年初一就在电影院哭了，那种与天斗与人斗与命运斗只为了未知的未来和理想奋斗的中式硬核浪漫让人心潮澎湃。李雪健那个角色在大会的发言真的超牛，大刘笔下的科幻真是处处有着中国人特有的务实和真诚，好喜欢，这电影真的太特么牛批了！,1
3,当年看完第一部还是蛮喜欢的，觉得它试图在人类的有限里去探索一种无限，尽管这有很大的自我感动的嫌疑。但是这一部看完，不适的观感进一步加重了，尽可能放大所谓人类的情感联结，但是全片看下来超级累，满脑子蹦出来的都是四个字：大而“无用”。大之一，在于肿大，叙事上感觉特别冗余累赘，三条线串联得很笨，松散且有点重复。大之二，在于自大，甚至于接近膨胀的各种主义情绪滋生，这点就不展开说了。大之三，在于夸大，夸大的美学和场景设定，左淹自由女神像右爆悉尼歌剧院，东方明珠只露了个塔尖，鸟巢已经沉入海底了，大裤衩却只淹到脚底，当然这也并不影响啥，但就是觉得，没啥必要。而且，对所有一见面就揶揄女性自以为好笑的直男台词感到反感。工业层面看自然是无懈可击的，第一步也已经迈出去了，但总归是觉得，好像有点使劲错了方向。,0
4,野心满满，想讲的东西太多了，叙事节奏反而就出了大问题……整成了编年史,1
5,放几年前，我会跟着愤青一起骂，骂故事写的不好，骂节奏，但其实我的阅片量来讲根本不懂这些。无非就是跟风黑，显得自己多专业一样。现在呢？有一部电影3个小时让我不困，让我感慨，让我跟着它的思路去走，还能看到中国电影人走向世界的野心，就已经足够了。,1
5,四星+一星鼓励，值得八分以上的佳作！还有我不理解 看了会睡觉一般是不感兴趣 看了骂依托答辩的都是什么脑回路。美国拍科幻片就能泛滥煽情主旋律，中国就不能是吧。美国就能输出，中国就不能是吧。再说了，我是真没看出来有多主旋律了，要硬说是主旋律的话我认为是人类命运共同体。《星际穿越》可以有亲情，生孩子没问题，到《流浪地球》这就催婚催生了是吧?《星际穿越》里美国人可以拯救全人类，《流浪地球》里中国人就不能拯救世界了是吧?《星际穿越》里可以抛弃一大部分人类，然后一小部分人类放弃地球和太阳系去新星球生存，《流浪地球》就不能有家国情怀，带着剩余一半的人类和地球去寻找新家园是吧?我只能说戴有色眼镜去看总能在鸡蛋里挑出来骨头。当然，上述这些是我好兄弟宸老师（豆瓣可以搜到）以及我亲身经历而有的输出。,1
5,比第1部好看。中国科幻电影需要更多的小破球,1
5,不要破坏太空电梯！我以后要坐的！,1
5,照古人的月亮将要毁灭今人，进化后的系统阻挡人类存续。人类制造复杂的密码用于相互毁灭，也诞生伟大的文明用于股骨愈合。宇宙里的小小白点是我们的一切，移山让人类的未来有了方向，科技却让数字的生命成为了可能。我们要活在电缆里荧屏中让意识自主永恒，还是心怀蓝天让躯体等到鲜花挂满枝头的瞬间。,1
3,特效五星，创意五星，但是作为女性，我给它扣两星。图恒宇开车转头导致妻女车祸身亡，他却只对女儿思念愧疚追忆，妻子仿佛就是生育工具，此后只字未提，为了女儿还多次置拯救人类大事业于旁，强行凹父爱人设讨人嫌。韩朵朵作为本片中一开始与刘培强两人强强组合的女性角色，最后也安排了一个相夫教子，得病去世的结局，沦为体现刘培强铁汉柔情好丈夫好爸爸人设和走上英雄之路上的重要工具人。还有多次巧合的卡时间成功发射和成功启动来制造紧张感，让人略感不适，巧合多了反而弄巧成拙。,0
3,你看流浪2买一张票就能看到《2001太空漫游》，《源代码》，《银翼杀手》，《星际穿越》，甚至还能看到吴京强加了一段太空版《男儿本色》。这么一看还挺值的。只是你得忍受巨慢的三个半小时，以及动不动就硬来的煽情和文化自恋。流浪1凭借文化自恋式的宣发搔到了那些自诩“站起来了”的人的痒处，票房赚麻了；导演尝到甜头，流浪2干脆就用上了痒痒挠，特别是那个年轻的女发言人对着暴跳的美方代表轻蔑的一笑说，我们只是告知不是征得你方同意。这时候电影院里如果不欢呼起立，爆发雷鸣般的掌声，那简直就是观众们不懂风情。,0
5,刚看完，特效国产最顶，故事情节也好，演员全部演的好,1
5,刘德华那条线简直要哭瞎，他现在演技炉火纯青到可以控制微表情和细微动作，在工作人员让他写遗嘱他淡淡地说“我不知道要写给谁”，还有14年没见女儿然后再次见到的那幕，以及死后在数据里与女儿重逢，害我“哇”一下哭到坐我旁边的人直接吓到；宁理老师也是，明知道他要死，还是忍不住会哭，出了影院眼睛都肿了，气到我直骂我兄弟哪有人选大年初一来看煽情片的；如果可以剪掉煽情点和主旋律和正能量，这部片的科幻概念与视觉呈现是超乎意料的；但是也只有中国导演才懂“思乡”“回家”对中国人的意义如此重大，吴京老婆患癌说着要回上海，他载她飞回一片废墟的上海，那个场景真是无尽的悲凉，我心里响起了一句话：“我们没有家了。”人的智慧在科学，而人的灵魂在情感，这部片很好地结合了理性和感性，太棒了（就是求别太煽情）。,1
2,像一个理科男疯狂跟我炫他的物理知识 但我不觉得他很牛逼,0
4,笨笨  你是条军犬！,1
2,豆瓣已经不是以前那个豆瓣了，电影真的非常一般。,0
4,建议前面一小时一剪没。,1
